SITEID,Species,Number Captured,Minimum (mm),Maximum (mm),Project Name,Day,Month,Year,Waterbody Name,WaterbodyType,Start Latitude,Start Longitude,Air Temperature (C),Water Temperature (C),Turbidity (ntu)
5618,Notemigonus crysoleucas,2,105,126,2013 Grass Pickerel Niagara Drains,24,5,2013,Beaver Creek,Stream,42.91933,-79.05389,6.8,14.4,24.6
5618,Lepomis gibbosus,3,67,88,2013 Grass Pickerel Niagara Drains,24,5,2013,Beaver Creek,Stream,42.91933,-79.05389,6.8,14.4,24.6
5618,Catostomus commersonii,1,114,227,2013 Grass Pickerel Niagara Drains,24,5,2013,Beaver Creek,Stream,42.91933,-79.05389,6.8,14.4,24.6
5618,Esox americanus vermiculatus,1,175,175,2013 Grass Pickerel Niagara Drains,24,5,2013,Beaver Creek,Stream,42.91933,-79.05389,6.8,14.4,24.6
5618,Esocidae,7,26,47,2013 Grass Pickerel Niagara Drains,24,5,2013,Beaver Creek,Stream,42.91933,-79.05389,6.8,14.4,24.6
5618,Lepomis macrochirus,2,67,140,2013 Grass Pickerel Niagara Drains,24,5,2013,Beaver Creek,Stream,42.91933,-79.05389,6.8,14.4,24.6
5618,Notemigonus crysoleucas,1,105,126,2013 Grass Pickerel Niagara Drains,24,5,2013,Beaver Creek,Stream,42.91933,-79.05389,6.8,14.4,24.6
5618,Notropis atherinoides,1,54,72,2013 Grass Pickerel Niagara Drains,24,5,2013,Beaver Creek,Stream,42.91933,-79.05389,6.8,14.4,24.6
5618,Esocidae,2,48,,2013 Grass Pickerel Niagara Drains,24,5,2013,Beaver Creek,Stream,42.91933,-79.05389,6.8,14.4,24.6
5618,Ameiurus melas,1,140,140,2013 Grass Pickerel Niagara Drains,24,5,2013,Beaver Creek,Stream,42.91933,-79.05389,6.8,14.4,24.6
5619,Cyprinus carpio,1,572,572,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Amia calva,2,612,748,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Notropis atherinoides,9,48,54,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Moxostoma sp,9,52,61,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Pimephales notatus,2,60,72,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Esocidae,1,30,30,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Perca flavescens,1,75,75,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Moxostoma valenciennesi,1,59,59,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Micropterus salmoides,1,461,461,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Ambloplites rupestris,2,50,54,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Notropis atherinoides,2,48,54,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Lepomis macrochirus,1,54,54,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Moxostoma sp,1,52,80,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Carassius auratus,1,339,339,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Notemigonus crysoleucas,4,73,132,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Ambloplites rupestris,1,50,54,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Notropis atherinoides,3,48,54,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5619,Moxostoma sp,1,52,80,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.9551,-79.0159,23.2,22.54,23.5
5620,Catostomus commersonii,3,114,145,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5620,Notemigonus crysoleucas,5,53,108,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5620,Esox americanus vermiculatus,12,22,48,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5620,Catostomus commersonii,9,114,145,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5620,Notemigonus crysoleucas,5,53,108,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5620,Notropis atherinoides,1,54,67,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5620,Esox americanus vermiculatus,5,31,56,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5620,Lepomis hybrid,1,165,165,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5620,Ameiurus melas,1,205,205,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5620,Ameiurus nebulosus,1,160,160,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5620,Catostomus commersonii,2,114,145,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5620,Notemigonus crysoleucas,4,53,108,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5620,Notropis atherinoides,10,54,67,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5620,Esox americanus vermiculatus,15,34,216,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.92147,-79.04169,28.6,19.97,26.5
5621,Notemigonus crysoleucas,19,51,123,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Notropis atherinoides,29,52,60,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Micropterus salmoides,1,61,74,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Lepomis macrochirus,5,57,74,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Micropterus salmoides,1,61,74,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Lepomis macrochirus,5,57,74,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Catostomus commersonii,11,77,103,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Lepomis gibbosus,5,,87,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Perca flavescens,5,80,82,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Ambloplites rupestris,1,108,108,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Ameiurus melas,1,77,91,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Lepomis cyanellus,1,81,81,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Noturus gyrinus,1,55,55,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Notemigonus crysoleucas,4,51,123,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Lepomis macrochirus,2,57,74,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Catostomus commersonii,2,77,103,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Lepomis gibbosus,3,,87,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5621,Ameiurus melas,1,77,91,2013 Grass Pickerel Niagara Drains,23,5,2013,Beaver Creek,Stream,42.94806,-79.017,20.9,19,5.4
5623,Notropis atherinoides,2,51,72,2013 Grass Pickerel Niagara Drains,31,5,2013,Beaver Creek,Stream,42.9481,-79.01703,30.5,22.75,49.7
5623,Notropis atherinoides,9,51,72,2013 Grass Pickerel Niagara Drains,31,5,2013,Beaver Creek,Stream,42.9481,-79.01703,30.5,22.75,49.7
5623,Notropis atherinoides,3,51,72,2013 Grass Pickerel Niagara Drains,31,5,2013,Beaver Creek,Stream,42.9481,-79.01703,30.5,22.75,49.7
5625,Notropis atherinoides,35,57,62,2013 Grass Pickerel Niagara Drains,31,5,2013,Beaver Creek,Stream,42.90363,-79.05485,25.4,18.56,20.5
5625,Esox americanus vermiculatus,4,42,245,2013 Grass Pickerel Niagara Drains,31,5,2013,Beaver Creek,Stream,42.90363,-79.05485,25.4,18.56,20.5
5625,Notemigonus crysoleucas,1,67,67,2013 Grass Pickerel Niagara Drains,31,5,2013,Beaver Creek,Stream,42.90363,-79.05485,25.4,18.56,20.5
5625,Lepomis gibbosus,1,90,114,2013 Grass Pickerel Niagara Drains,31,5,2013,Beaver Creek,Stream,42.90363,-79.05485,25.4,18.56,20.5
5625,Notropis atherinoides,1,57,62,2013 Grass Pickerel Niagara Drains,31,5,2013,Beaver Creek,Stream,42.90363,-79.05485,25.4,18.56,20.5
5625,Esox americanus vermiculatus,2,198,240,2013 Grass Pickerel Niagara Drains,31,5,2013,Beaver Creek,Stream,42.90363,-79.05485,25.4,18.56,20.5
5625,Lepomis gibbosus,1,90,114,2013 Grass Pickerel Niagara Drains,31,5,2013,Beaver Creek,Stream,42.90363,-79.05485,25.4,18.56,20.5
5625,Esox americanus vermiculatus,1,74,74,2013 Grass Pickerel Niagara Drains,31,5,2013,Beaver Creek,Stream,42.90363,-79.05485,25.4,18.56,20.5
5625,Umbra limi,1,24,24,2013 Grass Pickerel Niagara Drains,31,5,2013,Beaver Creek,Stream,42.90363,-79.05485,25.4,18.56,20.5
5626,No fish captured,,,,2013 Grass Pickerel Niagara Drains,30,5,2013,Beaver Creek,Stream,42.9161,-79.0485,27.3,19.07,40.6
5626,No fish captured,,,,2013 Grass Pickerel Niagara Drains,30,5,2013,Beaver Creek,Stream,42.9161,-79.0485,27.3,19.07,40.6
5626,No fish captured,,,,2013 Grass Pickerel Niagara Drains,30,5,2013,Beaver Creek,Stream,42.9161,-79.0485,27.3,19.07,40.6
5627,Notemigonus crysoleucas,5,54,95,2013 Grass Pickerel Niagara Drains,30,5,2013,Beaver Creek,Stream,42.9086,-79.08012,23.4,17.6,81.7
5627,Notropis atherinoides,5,56,61,2013 Grass Pickerel Niagara Drains,30,5,2013,Beaver Creek,Stream,42.9086,-79.08012,23.4,17.6,81.7
5627,Lepomis cyanellus,4,51,61,2013 Grass Pickerel Niagara Drains,30,5,2013,Beaver Creek,Stream,42.9086,-79.08012,23.4,17.6,81.7
5627,Lepomis macrochirus,1,42,42,2013 Grass Pickerel Niagara Drains,30,5,2013,Beaver Creek,Stream,42.9086,-79.08012,23.4,17.6,81.7
5627,Ameiurus nebulosus,1,155,201,2013 Grass Pickerel Niagara Drains,30,5,2013,Beaver Creek,Stream,42.9086,-79.08012,23.4,17.6,81.7
5627,Notemigonus crysoleucas,1,54,95,2013 Grass Pickerel Niagara Drains,30,5,2013,Beaver Creek,Stream,42.9086,-79.08012,23.4,17.6,81.7
5627,Lepomis cyanellus,1,51,61,2013 Grass Pickerel Niagara Drains,30,5,2013,Beaver Creek,Stream,42.9086,-79.08012,23.4,17.6,81.7
5627,Ameiurus nebulosus,1,155,201,2013 Grass Pickerel Niagara Drains,30,5,2013,Beaver Creek,Stream,42.9086,-79.08012,23.4,17.6,81.7
5627,Esox americanus vermiculatus,1,28,28,2013 Grass Pickerel Niagara Drains,30,5,2013,Beaver Creek,Stream,42.9086,-79.08012,23.4,17.6,81.7
5627,Lepomis sp,1,,,2013 Grass Pickerel Niagara Drains,30,5,2013,Beaver Creek,Stream,42.9086,-79.08012,23.4,17.6,81.7
5628,Notropis heterodon,1,65,65,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58977,-80.40205,,21.9,34.6
5628,Fundulus diaphanus,1,45,45,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58977,-80.40205,,21.9,34.6
5628,Lepomis gulosus,1,88,88,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58977,-80.40205,,21.9,34.6
5628,Micropterus salmoides,1,187,187,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58977,-80.40205,,21.9,34.6
5628,Noturus gyrinus,2,47,57,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58977,-80.40205,,21.9,34.6
5628,Noturus gyrinus,1,63,63,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58977,-80.40205,,21.9,34.6
5628,Noturus gyrinus,1,55,55,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58977,-80.40205,,21.9,34.6
5629,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.59004,-80.40157,,23,346
5629,Noturus gyrinus,1,54,54,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.59004,-80.40157,,23,346
5629,Noturus gyrinus,1,54,54,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.59004,-80.40157,,23,346
5629,Ameiurus nebulosus,1,155,155,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.59004,-80.40157,,23,346
5629,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.59004,-80.40157,,23,346
5629,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.59004,-80.40157,,23,346
5630,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.59011,-80.40058,,24,346
5630,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.59011,-80.40058,,24,346
5630,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.59011,-80.40058,,24,346
5630,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.59011,-80.40058,,24,346
5630,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.59011,-80.40058,,24,346
5631,Notropis heterolepis,18,63,74,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58974,-80.40073,,22.4,346
5631,Noturus gyrinus,1,65,65,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58974,-80.40073,,22.4,346
5631,Pimephales notatus,1,66,66,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58974,-80.40073,,22.4,346
5631,Notropis heterolepis,28,61,67,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58974,-80.40073,,22.4,346
5631,Notropis heterolepis,8,63,76,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58974,-80.40073,,22.4,346
5631,Noturus gyrinus,1,54,54,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58974,-80.40073,,22.4,346
5631,Notropis heterolepis,1,58,58,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58974,-80.40073,,22.4,346
5631,Noturus gyrinus,1,55,55,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58974,-80.40073,,22.4,346
5631,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58974,-80.40073,,22.4,346
5632,Lepomis macrochirus,1,84,84,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.5894,-80.40108,,21.9,346
5632,Lepomis gibbosus,1,109,109,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.5894,-80.40108,,21.9,346
5632,Noturus gyrinus,1,81,81,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.5894,-80.40108,,21.9,346
5632,Lepomis gibbosus,1,110,110,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.5894,-80.40108,,21.9,346
5632,Noturus gyrinus,1,67,67,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.5894,-80.40108,,21.9,346
5632,Ambloplites rupestris,1,59,59,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.5894,-80.40108,,21.9,346
5633,Fundulus diaphanus,18,51,61,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.5888,-80.40061,,21.9,346
5633,Fundulus diaphanus,1,60,60,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.5888,-80.40061,,21.9,346
5633,Fundulus diaphanus,4,44,52,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.5888,-80.40061,,21.9,346
5633,Fundulus diaphanus,2,51,52,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.5888,-80.40061,,21.9,346
5633,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.5888,-80.40061,,21.9,346
5634,Fundulus diaphanus,2,48,53,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58876,-80.39979,,21.9,346
5634,Fundulus diaphanus,1,57,57,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58876,-80.39979,,21.9,346
5634,Fundulus diaphanus,1,52,52,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58876,-80.39979,,21.9,346
5634,Noturus gyrinus,2,57,62,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58876,-80.39979,,21.9,346
5634,Lepomis gibbosus,1,113,113,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58876,-80.39979,,21.9,346
5634,Noturus gyrinus,1,64,64,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58876,-80.39979,,21.9,346
5634,Noturus gyrinus,2,53,74,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58876,-80.39979,,21.9,346
5634,Ameiurus nebulosus,1,103,103,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58876,-80.39979,,21.9,346
5635,Erimyzon sucetta,1,94,94,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58936,-80.40202,,23.8,346
5635,Notropis heterodon,25,48,58,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58936,-80.40202,,23.8,346
5635,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58936,-80.40202,,23.8,346
5635,Notropis heterodon,6,43,54,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58936,-80.40202,,23.8,346
5635,Noturus gyrinus,1,61,61,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58936,-80.40202,,23.8,346
5635,Noturus gyrinus,2,56,60,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58936,-80.40202,,23.8,346
5635,Noturus gyrinus,2,61,69,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58936,-80.40202,,23.8,346
5636,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58852,-80.40173,,25.6,346
5636,Lepomis gibbosus,2,106,118,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58852,-80.40173,,25.6,346
5636,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58852,-80.40173,,25.6,346
5636,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58852,-80.40173,,25.6,346
5636,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58852,-80.40173,,25.6,346
5637,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58833,-80.40073,,25.2,346
5637,No fish captured,,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58833,-80.40073,,25.2,346
5637,No fish captured,0,,,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58833,-80.40073,,25.2,346
5637,Ameiurus nebulosus,1,103,103,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58833,-80.40073,,25.2,346
5637,Ameiurus nebulosus,1,79,79,2013 Crown Marsh Survey,27,5,2013,Long Point Bay,Wetland,42.58833,-80.40073,,25.2,346
5638,Lepomis gibbosus,1,100,100,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59634,-80.41228,,20,39
5638,Notropis atherinoides,9,65,68,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59634,-80.41228,,20,39
5638,Notropis volucellus,1,45,45,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59634,-80.41228,,20,39
5638,Notropis atherinoides,1,65,65,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59634,-80.41228,,20,39
5638,No fish captured,,,,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59634,-80.41228,,20,39
5638,Notropis atherinoides,1,61,61,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59634,-80.41228,,20,39
5638,Fundulus diaphanus,1,39,39,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59634,-80.41228,,20,39
5638,Notropis atherinoides,1,62,62,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59634,-80.41228,,20,39
5639,Ameiurus nebulosus,2,171,215,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59647,-80.41207,,20.6,39
5639,Notropis heterodon,1,62,62,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59647,-80.41207,,20.6,39
5639,Lepomis gibbosus,1,121,121,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59647,-80.41207,,20.6,39
5639,No fish captured,,,,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59647,-80.41207,,20.6,39
5639,No fish captured,,,,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59647,-80.41207,,20.6,39
5639,No fish captured,,,,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59647,-80.41207,,20.6,39
5641,Notropis volucellus,5,39,43,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Notropis heterodon,6,45,60,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Notemigonus crysoleucas,2,110,117,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Fundulus diaphanus,1,58,58,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Notropis atherinoides,3,60,63,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Notropis heterolepis,2,66,68,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Pimephales notatus,1,74,74,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Lepomis gibbosus,1,136,136,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Notemigonus crysoleucas,1,78,78,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Lepomis gibbosus,3,85,110,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Lepomis macrochirus,2,95,107,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Lepomis gibbosus,1,60,60,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Lepomis macrochirus,1,123,123,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Notropis volucellus,1,39,39,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Lepomis macrochirus,1,,,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5641,Notropis atherinoides,2,64,100,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59638,-80.4118,,22.1,39
5642,Notropis anogenus,1,44,44,2013 Crown Marsh Survey,29,5,2013,Long Point Bay,Wetland,42.59621,-80.4124,,21.96,39
